20190603,488426.0656,358636.4601,345353.3625,253678.8619,247449.1697,200088.1451,144783.604,95716.9315,92511.0847,80765.3211,69692.8395,69089.185,68517.4134,67677.8727,65289.5838,58221.948,55576.4412,54807.167,52433.214,49954.9966,49319.1478,47365.5861,46620.72,46530.1411,45844.7114,44724.3814,43798.9947,41874.79,41221.1184,40892.4644,40822.7286,39084.9459,38445.5061,38253.32,36051.8507,34319.496,33209.1827,32234.7476,28415.9632,28249.6364,25011.4988,24623.0596,24185.7848,23510.386,23011.7939,22990.6515,22954.2361,22900.757,22570.413,22175.1433,20897.1796,20370.3541,19512.6399,19314.8991,19033.4844,18851.0471,18689.7119,18312.6072,17055.6031,16632.041,16414.9371,16312.9701,16252.794,15958.5218,15936.4949,15853.8662,15626.8235,15204.6396,15171.5695,15031.0561,14765.8366,14562.915,14164.8844,13643.9137,13425.8267,13373.1301,13073.0163,12706.6234,12686.4025,12298.4244,12183.63,11554.4845,11476.0412,11091.354,11068.853,10958.9622,10958.8001,10771.2177,10550.0736,10262.0252,9801.4497,9543.937,9526.7216,8916.2503,8351.438,7908.7301,7441.4235,7388.7385,7381.4873,6833.1506,6243.9835,6218.4065
20190604,495650.8628,367070.9746,355993.5938,265469.0338,254517.395,205301.5828,152345.3735,97579.1611,91945.2947,83121.5733,72237.9844,71461.3239,69790.8161,67564.3792,67467.2522,60221.818,58526.8119,54819.6392,52891.146,50090.9538,49579.9333,47782.88,47302.516,47257.527,46818.8354,45636.736,43969.765,42408.4398,42226.1185,41483.8609,40441.8913,39714.92,39509.8633,38644.5564,37399.8698,35049.456,32604.4962,32419.5484,28159.4611,27968.0294,25001.5816,24627.5896,24562.9207,24321.4966,23395.3986,23161.7078,23111.22,22851.423,22291.7931,22279.2636,21505.4368,20413.6196,20070.7734,19673.2195,19484.8037,19353.6255,19038.3034,18922.4234,17442.8919,17080.4076,16749.4715,16616.23,16448.4764,16282.1753,16140.7698,15926.1106,15907.5892,15831.6015,15370.7503,15264.4378,15005.1308,14803.1339,14519.5131,13990.9044,13557.2452,13410.1748,12957.8808,12842.7278,12685.6396,12573.6846,12272.9364,11988.1649,11534.6392,11423.6744,11276.0717,11168.6769,11107.2883,11042.0235,10944.5851,10112.9401,9865.0894,9713.8097,9700.0525,8810.1045,8773.5324,8105.9006,7438.4469,7436.3525,7405.8085,7011.1304,6405.6359,6375.5393
20190605,499726.0327,373990.4422,357258.7433,265373.9518,261749.0474,206110.5646,152114.1267,98639.7134,94049.3263,83599.192,71690.1505,71552.0534,71377.2122,68415.0446,68127.2473,60605.5402,58446.7114,55946.298,54230.474,50968.4956,50249.7942,48860.3456,48670.56,47900.3331,46688.3724,45636.736,45088.1908,42738.6735,42216.7266,41757.3281,41639.0486,40112.8,40076.4198,39246.9453,37782.8298,35424.864,33197.0345,33087.5011,28962.424,28623.8774,25160.2087,25009.3213,24996.7883,24461.0171,23630.8351,23561.0903,23485.0097,23436.842,22937.5145,22728.463,20887.9956,20777.7672,19953.2716,19864.3778,19857.146,19750.884,19425.8122,19116.358,17383.309,17029.9931,17012.6343,16754.5471,16584.1505,16416.8127,16293.2138,16257.7155,16057.2589,15937.4598,15726.1797,15465.4702,15192.0153,15070.8043,14357.3971,14032.762,13985.4895,13491.6731,13326.0866,12988.9504,12925.9281,12745.603,12382.3368,11942.5632,11924.8025,11681.134,11440.8014,11387.4535,11232.1276,11043.8116,10979.3348,10318.2376,9942.273,9826.9634,9707.7484,9025.265,8549.564,8065.7362,7740.2217,7612.5762,7561.1452,7000.5363,6425.5539,6394.5964
20190606,502822.0217,377450.176,358037.2968,265088.7057,263352.6766,206380.2251,153709.7294,99733.6689,94018.3846,84013.1282,72211.3536,72016.4613,71913.6082,68295.1748,68067.0629,60379.8213,58646.9628,56145.8538,54658.862,50617.9621,50560.6241,49282.9147,48559.6,48035.6607,46575.3044,45978.869,45155.5368,42709.0048,42432.741,41958.4067,41586.0845,40543.16,40121.148,39024.3233,37721.5562,35817.336,33439.9989,33144.1293,29099.0392,28823.9667,25283.2257,25150.8629,25082.8592,24529.595,23710.9616,23664.232,23553.702,23500.378,22978.6552,22800.8728,20997.7047,20979.2757,20117.9563,20052.1686,19894.5207,19878.8378,19484.9571,19090.2369,17204.5603,17080.4076,17014.893,16835.7566,16602.1058,16456.809,16372.4847,16245.5744,16174.3521,15889.4055,15772.0153,15598.3766,15359.1442,15218.9791,14225.6778,13990.9044,13880.9775,13432.4016,13399.0438,13006.1189,12990.7409,12881.173,12399.0818,12321.7999,11936.0669,11719.5889,11384.0998,11379.6337,11325.5789,11159.8323,10979.3348,10301.9441,9904.0709,9893.6838,9777.0109,8904.7751,8596.9419,8076.6902,7744.4421,7681.0373,7560.2918,7146.734,6416.7273,6397.6687
20190607,505232.0455,384527.9321,354112.0895,271493.3927,261760.8346,205076.8657,151906.0046,101136.6042,93912.299,83853.922,72350.3378,72211.3536,71831.4155,69053.9582,68424.202,59987.0703,57405.404,56216.5298,55313.754,50715.1175,50486.4656,49314.4497,48577.12,48142.7951,46018.6621,45931.3505,45756.841,42794.5205,42513.7667,42385.7814,42001.3905,40665.3404,40364.52,39163.1346,37399.8698,36006.936,33703.2103,33550.5196,29143.6483,28894.3684,25296.1748,25259.7411,24993.0868,24971.8731,24151.6569,23871.3963,23687.015,23285.108,22991.3139,22646.4897,21128.5413,21039.4251,20348.2822,20068.2371,19871.6078,19703.5803,19496.1289,19214.3125,17718.4627,17074.3097,17019.4104,16848.5012,16753.9095,16565.0382,16415.169,16321.8215,16263.2731,15934.1457,15727.6583,15519.9197,15423.2102,15166.4009,14063.5619,13953.626,13875.7959,13587.9893,13375.1047,13042.3636,13002.0127,12701.0875,12613.9555,12425.8737,11792.4455,11776.3557,11313.6723,11307.6075,11269.5319,11078.6698,10812.8411,10291.3534,9880.101,9807.9005,9770.4145,8947.8072,8678.7765,7967.151,7736.0012,7627.459,7556.8778,7100.1202,6414.2683,6365.7999
20190610,508712.6888,386269.1054,357939.9776,271799.8186,266895.2643,207953.2452,155212.8334,102430.979,92758.6178,84220.0963,73851.0508,72823.9339,72733.3711,69007.3117,68218.1602,60664.2272,57819.2569,56004.5018,55919.406,50725.3443,49868.4784,49453.2038,48537.5006,48232.56,46383.9586,46016.8837,45908.3696,42992.5253,42541.1201,42534.4828,42465.6128,40516.2466,40494.44,39108.1339,37974.3097,36393.72,33573.8371,33359.0107,29185.4692,28838.7881,25440.4789,25312.3613,25295.7754,25089.6542,24336.4647,24143.68,23734.7139,22968.0224,22897.8745,22712.8231,21352.4396,20803.0097,20660.7465,20253.0251,19843.1137,19820.9979,19452.756,19240.4337,17956.7943,17060.2418,16976.4949,16952.4954,16780.2559,16744.1158,16478.4736,16473.0977,16268.8306,16018.655,15794.9331,15732.4912,15233.7975,15027.7859,14175.0166,14053.6908,13907.7427,13691.7144,13350.0257,12987.923,12897.3605,12857.325,12813.3752,12405.7797,11920.5783,11783.6804,11411.4409,11315.3492,11268.0704,11160.8728,10815.9243,10271.8012,9823.1724,9762.7186,9760.243,9022.3962,8622.7844,8003.664,7693.7972,7627.459,7524.4448,7070.457,6397.6687,6360.7853
20190611,507057.5951,385115.8608,359042.9284,269307.5542,268511.6589,207908.3017,156970.3089,102906.9749,92369.6372,84665.8738,74083.1194,73463.183,71147.5416,68900.0247,68044.1693,61025.3775,57205.1526,56499.2338,54826.278,50357.1765,50263.9902,49718.0979,48220.88,47894.6945,46166.5202,46140.4317,45566.8289,42892.9456,42609.5184,42391.4755,42033.6049,40494.44,40285.1512,39074.0858,38341.9513,36001.248,33453.9186,33249.6768,29182.6812,28827.672,25960.9167,25496.8867,25285.5787,25224.8327,24336.4647,23823.3727,23675.102,23471.2234,22919.7341,22858.3978,20657.761,20565.0637,20342.741,20129.5243,20013.8015,19770.388,19650.5628,19107.651,18224.9173,17382.8941,17056.6792,16937.2686,16713.0003,16649.4425,16338.947,16305.1563,16200.2874,15969.1082,15785.0116,15544.0058,15258.8668,15070.8043,14661.3646,14168.7992,13906.4682,13765.8038,13345.4658,12976.2744,12973.8332,12721.8843,12590.583,12059.7173,11860.032,11736.0696,11411.4409,11323.7334,11293.2303,11212.9,10962.3771,10144.7123,9822.1977,9799.2025,9720.9412,9088.3787,8566.7923,8109.5519,7727.5604,7609.5996,7503.1073,7093.7638,6461.4064,6393.3669
20190612,502038.9392,388010.2786,354468.9265,269501.624,265754.2799,201840.9388,154495.9684,101904.8783,93487.9565,83885.7632,72367.3341,71696.8367,71194.0783,69386.7034,68117.4287,60537.8245,56203.8956,56162.4834,55198.04,50226.911,50198.6598,49705.4839,48199.1816,47388.033,46062.1498,46016.8837,45513.9141,42521.9643,42343.5555,42226.5115,42222.0886,40538.6107,40096.56,39215.5163,37981.9689,36179.472,33513.8779,33314.4673,28882.9641,28772.0917,25997.9353,25691.0177,25069.5646,25033.2876,24310.6174,23960.0551,23591.711,23292.0011,23124.23,22604.1369,20745.8373,20482.9677,20137.8674,19909.2084,19886.7835,19755.9281,19638.0766,19157.7166,18664.3412,17166.2269,17161.0706,16891.5882,16809.4077,16501.1454,16250.5295,16248.4529,16101.8418,15927.8562,15826.7339,15816.4955,15158.5895,15104.2631,14428.3228,14032.762,13870.7812,13654.6697,13391.0641,12993.5589,12737.5093,12729.5148,12262.2379,12022.8784,11849.6031,11726.267,11372.3045,11369.0082,11130.0696,11122.893,10788.1754,10194.8147,9834.4083,9755.4773,9724.2394,9076.9035,8674.4694,8063.9106,7757.1033,7642.3419,7478.3559,6977.2295,6441.4883,6392.7522
20190613,502794.0184,382945.0474,355344.7992,266794.8614,265659.1979,203548.7891,155120.3347,101762.9146,92387.3181,83885.7632,72835.2755,72251.9741,70428.0117,69702.3449,68149.4796,60370.7925,56550.998,55259.59,55106.5007,50619.3329,50411.8681,50116.8447,47686.0644,47685.924,46270.8907,46102.417,45622.1488,42648.7298,42638.2439,42625.2756,42279.6808,40605.7029,40327.98,39131.7057,38089.1977,36471.456,33677.1002,33338.7637,28875.8416,28869.0238,25902.1225,25424.8776,25087.677,25072.8019,24388.1592,24170.6199,23516.262,23422.9712,23007.1372,22768.0835,20891.086,20535.2106,20291.8573,19982.6471,19884.2432,19705.3182,19597.3324,18990.1056,18828.1941,17252.058,17211.4851,16937.2686,16755.5418,16723.0887,16271.8717,16139.1542,16055.1795,16024.8853,15987.4424,15814.8384,15445.4941,15266.7774,14681.6291,14053.6908,13771.3673,13736.168,13456.0416,13061.1896,12834.6341,12748.5909,11975.3601,11973.7599,11878.9021,11767.1005,11488.0642,11433.4073,11317.9949,11230.3846,10698.7621,10187.89,9944.5202,9812.6662,9744.0287,9203.131,8640.0128,8166.1472,7904.8174,7646.8067,7533.8333,7025.962,6469.3736,6457.9153
20190614,503576.9095,383646.0392,356253.1117,266610.0182,265671.2996,204897.092,156045.3218,101879.8259,93368.6102,83774.3189,72915.168,72033.2836,70556.8827,69498.6551,68799.656,61038.9206,55422.464,55370.38,54748.7353,50430.7891,50341.2386,50203.7733,47889.0558,47872.836,46387.5278,46366.5636,45881.9122,42868.9933,42599.9433,42531.3563,42462.9288,41030.6203,40287.38,39315.0414,38341.9513,36460.08,34023.5313,33318.5167,29008.4271,28998.1184,26078.5051,25651.3798,25072.8019,25052.2057,24661.9377,24597.5218,23552.001,23402.2917,23187.5233,22938.8612,20891.086,20658.3547,20558.3269,20114.8366,19965.5347,19864.3778,19661.7346,19148.4522,18974.8683,17292.1482,17087.1719,16932.193,16900.8164,16665.9215,16323.7026,16246.6004,16056.846,16028.6944,15953.5991,15859.5787,15573.6262,15352.8143,14782.9516,13980.4399,13772.6419,13565.7625,13427.5427,13086.5512,12844.7512,12631.7929,12065.0801,12027.3437,12016.241,11624.8871,11548.4306,11411.8416,11351.2923,11086.0289,10823.6324,10226.1796,9972.9844,9836.4949,9803.3966,9102.7227,8652.934,8193.532,7904.8174,7609.5996,7471.5279,7002.6552,6523.6933,6509.2096
