date,FRM
20190603,0.0241093931954074
20190604,0.0231579059466987
20190605,0.0233279050904937
20190606,0.0231312443806572
20190607,0.0232577837827691
20190610,0.0237874633596251
20190611,0.0234821429647555
20190612,0.0235728794601507
20190613,0.0243544844185875
20190614,0.0243635726696781
20190617,0.0240759847431677
20190618,0.0246246134600598
20190619,0.0230774005963037
20190620,0.0238394531594232
20190621,0.0238562946333683
20190624,0.0234236178647332
20190625,0.0243786606173443
20190626,0.0246303698099943
20190627,0.0244757134450462
20190628,0.0249252813437801
20190701,0.0246428755004727
20190702,0.0250812504801903
20190703,0.0253679338445019
20190704,0.0250545015897447
20190705,0.0255817544467419
20190708,0.0253382873721233
20190709,0.0255155709757758
20190710,0.0250947426365822
20190711,0.0245551913518703
20190712,0.0239356398726895
20190715,0.0244835742714628
20190716,0.024859463153886
20190717,0.0240866870837121
20190718,0.0241857887164263
20190719,0.0244564902606176
20190722,0.0248737977819757
20190723,0.0248285495021355
20190724,0.0250437030973769
20190725,0.0255444843810547
20190726,0.0256363060316769
20190729,0.0249783913911981
20190730,0.0241510639477234
20190731,0.0250589015344314
20190801,0.026689508930982
20190802,0.0250711428951259
20190805,0.0287830381034873
20190806,0.0302976341484135
20190807,0.0299480555326365
20190808,0.0283511199548151
20190809,0.0278879674880472
20190812,0.0283489909808176
20190813,0.0279502057152497
20190814,0.0308769983700385
20190815,0.0301997141083344
20190816,0.0305427426820966
20190819,0.0312861308982295
20190820,0.0311903481556444
20190821,0.0300978481938898
20190822,0.0300646429677635
20190823,0.0312327598269813
20190826,0.0311108077414886
20190827,0.0316868776177357
20190828,0.0317716117902435
20190829,0.0310882371698393
20190830,0.030963144619676
20190902,0.031154866031922
20190903,0.0320016719657103
20190904,0.0318613385995592
20190905,0.0325036180077151
20190906,0.0322950387041377
20190909,0.0328828751414539
20190910,0.0321169773089497
20190911,0.0331755355244075
20190912,0.0328421982390045
20190913,0.033784396212372
20190916,0.0339471051209787
20190917,0.0347789447961326
20190918,0.0339196292321327
20190919,0.0334513639980841
20190920,0.0334643726975772
20190923,0.0320583801593469
20190924,0.0314976229732125
20190925,0.0316958321787577
20190926,0.0328216472549451
20190927,0.0319729531712397
20190930,0.0315798879348732
20191001,0.0317081544441197
20191002,0.0324887441553382
20191003,0.0323795867605406
20191004,0.0335426489040576
20191007,0.0341495260970498
20191008,0.0322039408359019
20191009,0.032516542244267
20191010,0.0329466759041567
20191011,0.0335341908011414
20191014,0.0333459640912567
20191015,0.033427481507127
20191016,0.0328229579469784
20191017,0.033966577748365
20191018,0.033781149826113
20191021,0.0331442439052843
20191022,0.0328289853209759
20191023,0.033418406444668
20191024,0.032392707579797
20191025,0.0335880766833734
20191028,0.0331541536193315
20191029,0.0328610843877127
20191030,0.0329751502261575
20191031,0.0300317283584692
20191101,0.0300838517402878
20191104,0.030196057359773
20191105,0.03056557762133
20191106,0.0305048856064107
20191107,0.0297528122651994
20191108,0.0294671160640289
20191111,0.0272663469960392
20191112,0.0274710507663556
20191113,0.0270733145448738
20191114,0.0269687675126761
20191115,0.026300240223989
20191118,0.0269598945954215
20191119,0.0264913023335386
20191120,0.0257883130751273
20191121,0.0261280020667129
20191122,0.0257269343242089
20191125,0.0251913422002154
20191126,0.025897581546164
20191127,0.0253001185895639
20191128,0.025438169309303
20191129,0.0253049852457979
20191202,0.0249782911394324
20191203,0.0254119832255519
20191204,0.0253392257465273
20191205,0.0245598685599827
20191206,0.0241852176478673
20191209,0.0244628656949175
20191210,0.0242188057651288
20191211,0.024053922148437
20191212,0.0245889018486625
20191213,0.0236270308922099
20191216,0.0240868407656783
20191217,0.0242243694388114
20191218,0.0240498470453
20191219,0.0235986970775039
20191220,0.0238164936305955
20191223,0.0237318866756718
20191224,0.0235323816954126
20191225,0.0237989436222111
20191226,0.0242386740670987
20191227,0.0234893114786246
20191230,0.021797668951197
20191231,0.0220570099827148
20200101,0.0214288592097351
20200102,0.0214290721250464
20200103,0.0214844893439521
20200106,0.0211755196792284
20200107,0.0214937506346828
20200108,0.0218251947563735
20200109,0.0214626383746603
20200110,0.0207640032569463
20200113,0.020395537700687
20200114,0.0207987694789443
20200115,0.0211058281898335
20200116,0.0210305848168014
20200117,0.0203900069625976
20200120,0.0208818447982345
20200121,0.0204351850742132
20200122,0.0203404151751345
20200123,0.0206310770267977
20200124,0.0204306915747768
20200127,0.0215375546066971
20200128,0.021684279940732
20200129,0.0211611811398155
20200130,0.0207568725764416
20200131,0.0213331215849612
20200203,0.0209153174820008
20200204,0.020825401573806
20200205,0.021111918841627
20200206,0.021874164155603
20200207,0.0220871082370736
20200210,0.0213886068590657
20200211,0.0215731099151359
20200212,0.0224986013204713
20200213,0.0222913460104679
20200214,0.0222161656504989
20200217,0.0222237003357336
20200218,0.0223207318318042
20200219,0.0222249387446189
20200220,0.0220800617276029
20200221,0.022618490035357
20200224,0.0235997262822701
20200225,0.0253915250256846
20200226,0.0260284831787767
20200227,0.0313786260798811
20200228,0.0325858877667405
20200302,0.0325071983237712
20200303,0.0325983159422052
20200304,0.0330436302895897
20200305,0.0381709381086537
20200306,0.037978890466367
20200309,0.0462370056453899
20200310,0.0457561471268326
20200311,0.0486038471035554
20200312,0.0504957395551438
20200313,0.0560697633403857
20200316,0.0671780636579699
20200317,0.0788709182831752
20200318,0.0761796269581772
20200319,0.074963271737206
20200320,0.0845774752691993
20200323,0.0827485171113467
20200324,0.086045104235833
20200325,0.0902637911052477
20200326,0.0919147254212641
20200327,0.0913567146958243
20200330,0.0887754749059082
20200331,0.0911390027610365
20200401,0.0913972844888384
20200402,0.0946444899082265
20200403,0.0974676342592428
20200406,0.0977837612803944
20200407,0.0994147606983084
20200408,0.100133572791902
20200409,0.104221924297026
20200410,0.104276123483256
20200413,0.106810082192762
20200414,0.105599332983083
20200415,0.107335153767727
20200416,0.107103432398894
20200417,0.107762280289404
20200420,0.107024179140532
20200421,0.107409994184802
20200422,0.108415915298708
20200423,0.109245210381596
20200424,0.109869956173897
20200427,0.111973182071313
20200428,0.114588407913431
20200429,0.112352462061895
20200430,0.111351902196377
20200501,0.114472818710301
20200504,0.108808189808922
20200505,0.111497880280251
20200506,0.11140137166953
20200507,0.112215248347124
20200508,0.110274736011199
20200511,0.112553304378066
20200512,0.11347676692634
20200513,0.111017033650641
20200514,0.108427529363664
20200515,0.10801298047029
20200518,0.109756668960907
20200519,0.107512719077757
20200520,0.109817856549047
20200521,0.111071967271369
20200522,0.115405850173332
20200525,0.112714958313929
20200526,0.113339496451684
20200527,0.113917028147926
20200528,0.112055987379766
20200529,0.111800734889705
20200601,0.108451036389642
20200602,0.107706862487753
20200603,0.108095269208445
20200604,0.113593015791242
20200605,0.113897215026842
20200608,0.112511448104823
20200609,0.111474598322244
20200610,0.106228115751175
20200611,0.092670284060182
20200612,0.0887275273645401
20200615,0.0913635991079628
20200616,0.0860373542347689
20200617,0.0838400253270876
20200618,0.077697281385417
20200619,0.0733727672674608
20200622,0.0732752790996689
20200623,0.0718423044997065
20200624,0.0695247031950702
20200625,0.0709544848221376
20200626,0.0692954575299358
20200629,0.0679562784220011
20200630,0.0676067018303683
20200701,0.0656195222945781
20200702,0.0639361310840944
20200703,0.062997149756713
20200706,0.0637681013646254
20200707,0.0618596237826852
20200708,0.0618664834352235
20200709,0.061106221292391
20200710,0.0621887917095565
20200713,0.0590769727396124
20200714,0.0599025259294739
20200715,0.0592242097113013
20200716,0.058948542140461
20200717,0.0589577384679068
20200720,0.0571092850486837
20200721,0.0575627246259138
20200722,0.0569499739009303
20200723,0.0562424895765957
20200724,0.0547828899915148
20200727,0.053755558507166
20200728,0.0559156139059515
20200729,0.0522853749762847
20200730,0.0551760073961674
20200731,0.0546127330604317
20200803,0.0552043958207578
20200804,0.0530026213274409
20200805,0.0517960662360289
20200806,0.0525202051066991
20200807,0.0493599379927073
20200810,0.0494907086646084
20200811,0.0495075497167531
20200812,0.0494062476490413
20200813,0.0474028456883529
20200814,0.0478370055072316
20200817,0.0459912633548795
20200818,0.0446334552685628
20200819,0.0464925205211199
20200820,0.0461469972892069
20200821,0.0456884209110984
20200824,0.0460196755375823
20200825,0.0465405450807747
20200826,0.0473693144850082
20200827,0.0475832318090213
20200828,0.0466795311236187
20200831,0.0469975963224954
