date,FRM
20200901,0.0460244042715746
20200902,0.0441238812084935
20200903,0.0447204282946361
20200904,0.0443099161915993
20200907,0.0456969066783279
20200908,0.038310404814936
20200909,0.0391491491761241
20200910,0.0381263195134561
20200911,0.0374568974935167
20200914,0.0364595482027643
20200915,0.0368479785834009
20200916,0.036434564175036
20200917,0.0366826287488482
20200918,0.0365502189356264
20200921,0.0357736267950756
20200922,0.0342228568349608
20200923,0.0351561308213206
20200924,0.0343378667159419
20200925,0.0352075023598089
20200928,0.0345186752211393
20200929,0.0346742136978371
20200930,0.0355851761564914
20201001,0.0349484935287309
20201002,0.0345310826438426
20201005,0.0344484251503051
20201006,0.0355537838988749
20201007,0.0331038152273721
20201008,0.033871408713515
20201009,0.034334256607676
20201012,0.0330139513660944
20201013,0.0343142280075818
20201014,0.0335215149620013
20201015,0.0334808149004548
20201016,0.0326049092521569
20201019,0.032858263814292
20201020,0.0329614069538875
20201021,0.0325911305076725
20201022,0.0327336211977447
20201023,0.0336187024590921
20201026,0.0343251715265289
20201027,0.0356538551563914
20201028,0.0357456831712943
20201029,0.0358825220433813
20201030,0.0356616789933511
20201102,0.0366137396586865
20201103,0.0366184360833205
20201104,0.0363602720800374
20201105,0.0373481509997197
20201106,0.0363491195155509
20201109,0.0400692584085302
20201110,0.0375358429719963
20201111,0.0383578343140453
20201112,0.0383115311591128
20201113,0.038128902414851
20201116,0.0400888408080888
20201117,0.0410837703953011
20201118,0.0400445014348201
20201119,0.0392830318477441
20201120,0.039101317873516
20201123,0.0407314181936843
20201124,0.0411688270972379
20201125,0.0396664884897549
20201126,0.0388965658843829
20201127,0.0397273727818505
20201130,0.0396770383993777
20201201,0.0391955656437448
20201202,0.0389036727980439
20201203,0.0393099505475548
20201204,0.0403717746471455
20201207,0.04025029453632
20201208,0.0403928889687716
20201209,0.0399833437363004
20201210,0.0393609749172057
20201211,0.0388070895142687
20201214,0.0384226714097195
20201215,0.0384515360613144
20201216,0.0375915291090911
20201217,0.037953919770751
20201218,0.0378848039430176
20201221,0.0377699812210847
20201222,0.0381347525642212
20201223,0.0369887653848116
20201224,0.0369991560434324
20201228,0.0371353704489139
20201229,0.0368831173377066
20201230,0.0374120756499163
20201231,0.036711495937226
20210104,0.0369064789080352
20210105,0.0373527800139499
20210106,0.0382994288987073
20210107,0.038142484983147
20210108,0.038202666353407
20210111,0.0374745207396243
20210112,0.0389928818299487
20210113,0.0377615085084338
20210114,0.0385709433249813
20210115,0.0390298080790032
20210118,0.0370625871913049
20210119,0.0370557192203048
20210120,0.0379177232142898
20210121,0.038521409303979
20210122,0.0370048963101225
20210125,0.037486196627496
20210126,0.0368352613190448
20210127,0.0384235398943083
20210128,0.0384932198916538
