date,quantile
20190603,0.0218238038352048
20190604,0.022043552049798
20190605,0.0224999097945728
20190606,0.0227326348720993
20190607,0.0225210926965728
20190610,0.0219403363823006
20190611,0.0231522979250536
20190612,0.0226417991394729
20190613,0.0237549307726295
20190614,0.0237798445530324
20190617,0.0229903291042172
20190618,0.0233909532231809
20190619,0.0219351597013615
20190620,0.02248008172768
20190621,0.0220081265727403
20190624,0.0220216853616702
20190625,0.0234301089093257
20190626,0.0232514477392793
20190627,0.0237081169363162
20190628,0.0234736852701537
20190701,0.0241506909528408
20190702,0.0238741927768611
20190703,0.0245453357827191
20190704,0.0236945217647825
20190705,0.0241726357837589
20190708,0.0235357606245072
20190709,0.0245144394480759
20190710,0.0238672378559412
20190711,0.0234059622366547
20190712,0.0235003651277373
20190715,0.0235223139873992
20190716,0.0237899437445379
20190717,0.0225071278655454
20190718,0.0225680143390112
20190719,0.0236896282294408
20190722,0.0237498928966045
20190723,0.0246227157946926
20190724,0.0241997310026745
20190725,0.0239635365233616
20190726,0.024162177758933
20190729,0.0243452700896089
20190730,0.0237450158036533
20190731,0.0246020672690594
20190801,0.024919562293064
20190802,0.0232885663891551
20190805,0.0273413151388682
20190806,0.0274390706220859
20190807,0.0283917152793453
20190808,0.0264248829570171
20190809,0.0263114909418258
20190812,0.0261306246789279
20190813,0.026776408480262
20190814,0.0291028302123437
20190815,0.0277290209991285
20190816,0.0277875495115547
20190819,0.0291713400423287
20190820,0.0293471705276371
20190821,0.0296590362554919
20190822,0.0290603197082241
20190823,0.0290881706629252
20190826,0.0309846284685039
20190827,0.0309607757383344
20190828,0.0304018877086309
20190829,0.0305295763452608
20190830,0.0299972497709756
20190902,0.0319902343085444
20190903,0.0309800829113543
20190904,0.0304555061678167
20190905,0.0316397817796897
20190906,0.0312091130908843
20190909,0.0317147095428079
20190910,0.0311160723531215
20190911,0.031138321642016
20190912,0.0306599969921492
20190913,0.0314005540502719
20190916,0.0308135923699871
20190917,0.0341564307692761
20190918,0.0313320113861952
20190919,0.0319181642538967
20190920,0.0308500480011633
20190923,0.0311503381585566
20190924,0.0301531421147914
20190925,0.0317251536323199
20190926,0.0305589800691339
20190927,0.0307945969972997
20190930,0.0304470043764205
20191001,0.0306871632008226
20191002,0.029806106755817
20191003,0.0319847664594641
20191004,0.0322682486473403
20191007,0.0344698261153197
20191008,0.0333833735792721
20191009,0.0324770874864186
20191010,0.0352586111055795
20191011,0.0347614614898302
20191014,0.0330867601400875
20191015,0.0315927197099967
20191016,0.0329524208387381
20191017,0.0343613570564569
20191018,0.0327641127386438
20191021,0.0330180846447833
20191022,0.0317996260328907
20191023,0.0324727986741453
20191024,0.0318326522085775
20191025,0.0337042526254787
20191028,0.0318279076963722
20191029,0.0303699801100905
20191030,0.0296885189570358
20191031,0.0280062015239005
20191101,0.0288982212226455
20191104,0.0295614882089653
20191105,0.0295595391747688
20191106,0.0295296651849247
20191107,0.0286946157841189
20191108,0.0289410157838837
20191111,0.0251188229760406
20191112,0.0254160311576357
20191113,0.0249101301686753
20191114,0.0243348506477345
20191115,0.0250118855273992
20191118,0.0244355108619869
20191119,0.0254002213760508
20191120,0.0241948158811692
20191121,0.0245435962588022
20191122,0.0249060440694256
20191125,0.0251664932711894
20191126,0.0246442639050549
20191127,0.0244167834851764
20191128,0.024119889464821
20191129,0.0244729173335476
20191202,0.0240135460256061
20191203,0.0247356604998458
20191204,0.0243402733519468
20191205,0.024212620127464
20191206,0.0234867965039133
20191209,0.0242455421038324
20191210,0.0238554284653694
20191211,0.0229889943714075
20191212,0.0236899320050682
20191213,0.0230118364326252
20191216,0.0233669382708824
20191217,0.0231392361689294
20191218,0.0226144434517874
20191219,0.023523863546944
20191220,0.0236495671362527
20191223,0.0229989120808098
20191224,0.0231018537473109
20191225,0.0226511695140126
20191226,0.0231276526596912
20191227,0.0219904010048149
20191230,0.0213579379196722
20191231,0.0209674773964089
20200101,0.0213332809964341
20200102,0.0207089861743364
20200103,0.0209056186075956
20200106,0.0202132999672376
20200107,0.0202199046797072
20200108,0.0206122918080603
20200109,0.0207705229985961
20200110,0.0196748970940057
20200113,0.0198215852125072
20200114,0.0199951639272658
20200115,0.0201807529920982
20200116,0.0196180004140547
20200117,0.0195594206370764
20200120,0.0190842637703859
20200121,0.0191152301281418
20200122,0.018769304511951
20200123,0.0201518159558858
20200124,0.019818485879571
20200127,0.0210836181715811
20200128,0.0204797354629005
