date,quantile
20190603,0.0287737701142112
20190604,0.0279653143221392
20190605,0.0277219073454719
20190606,0.027698183692559
20190607,0.0284213624344222
20190610,0.0280240699762881
20190611,0.0266820630264419
20190612,0.0274882198942542
20190613,0.0279504596185758
20190614,0.0285899839792118
20190617,0.0288850073881191
20190618,0.0301288456614363
20190619,0.0273042712651974
20190620,0.0276253740141641
20190621,0.0276504087095483
20190624,0.0280072088645046
20190625,0.0281885684557095
20190626,0.0290055765241314
20190627,0.0284280943045984
20190628,0.0281010875055433
20190701,0.0285309635291082
20190702,0.0286058494055228
20190703,0.0295586868927556
20190704,0.0282293105417197
20190705,0.0284695667481008
20190708,0.0303155732505752
20190709,0.0307752451115081
20190710,0.0290269595991025
20190711,0.0292014329260342
20190712,0.0288053850751566
20190715,0.028216561772429
20190716,0.0292534407346748
20190717,0.0271830990408883
20190718,0.0288115088707264
20190719,0.0281200900650995
20190722,0.0273027659270404
20190723,0.0288254524945587
20190724,0.028753800775495
20190725,0.0283441097094678
20190726,0.0285854766150128
20190729,0.0293854903871125
20190730,0.0285540807296848
20190731,0.0277090930003763
20190801,0.0306765431652707
20190802,0.0298191478670926
20190805,0.0349380042646612
20190806,0.0371182022426284
20190807,0.0364329562237456
20190808,0.033700202623061
20190809,0.034327355187019
20190812,0.0340749569948772
20190813,0.0324055582050609
20190814,0.0371067456369711
20190815,0.0371143933635221
20190816,0.0364127340191631
20190819,0.0367222801382169
20190820,0.0386786736008936
20190821,0.0382416739105494
20190822,0.0368830685316824
20190823,0.037802551958773
20190826,0.0374099066710024
20190827,0.0386606462983103
20190828,0.0382394299224351
20190829,0.0371234701557073
20190830,0.0386600221563391
20190902,0.040081731910341
20190903,0.0407838127485864
20190904,0.0404197157515
20190905,0.0404393570705
20190906,0.0395699163789508
20190909,0.0404553162328883
20190910,0.0398794986529336
20190911,0.0411119559938116
20190912,0.0426104948578153
20190913,0.043701078236802
20190916,0.042067384635376
20190917,0.0453359969119058
20190918,0.0438922952128897
20190919,0.0414834734905059
20190920,0.0397871100563432
20190923,0.0394625521160618
20190924,0.038198405585321
20190925,0.0381087849718058
20190926,0.0400945720303959
20190927,0.0395395764497821
20190930,0.0392609841999396
20191001,0.0394098000696477
20191002,0.0404969794482417
20191003,0.040721112971307
20191004,0.0421522764748002
20191007,0.042096266083076
20191008,0.0410297566838762
20191009,0.0404512175999924
20191010,0.0403734223044423
20191011,0.0415548763686478
20191014,0.0436456821796807
20191015,0.0420224433588186
20191016,0.0411538684266447
20191017,0.0433662392369908
20191018,0.0423177986087222
20191021,0.0408998654097153
20191022,0.0388134446538835
20191023,0.0404291517935509
20191024,0.0401620535162203
20191025,0.0428010218189913
20191028,0.0422558743700636
20191029,0.0416480503697605
20191030,0.0403514899090944
20191031,0.0383488249107069
20191101,0.0368870016526354
20191104,0.0374707386138625
20191105,0.036050312702731
20191106,0.0362554053801551
20191107,0.0366072805642335
20191108,0.0368035574515023
20191111,0.0316836935029673
20191112,0.031862309333471
20191113,0.0322762797512854
20191114,0.0318690012211971
20191115,0.030471344440011
20191118,0.0310470826128086
20191119,0.0317006102205434
20191120,0.0304596833915351
20191121,0.0304774814293154
20191122,0.0310207898777934
20191125,0.0288228122878643
20191126,0.0311607566744803
20191127,0.0302595454487994
20191128,0.0292569865484687
20191129,0.0306533958710469
20191202,0.0308832028441262
20191203,0.0296010440213771
20191204,0.0292993419751051
20191205,0.0280804592286649
20191206,0.0284470021572669
20191209,0.0285665465375108
20191210,0.029345769122545
20191211,0.0284498089004043
20191212,0.0289029267720521
20191213,0.0274381691397352
20191216,0.0278974136921547
20191217,0.0281540604252241
20191218,0.0273428245966416
20191219,0.0268606710159744
20191220,0.0277842059705251
20191223,0.0275948092498057
20191224,0.0264969711570733
20191225,0.0283664675838903
20191226,0.0284653125675516
20191227,0.0277526091821536
20191230,0.0251554372023386
20191231,0.0255820474239713
20200101,0.0242993433211398
20200102,0.0239857227521417
20200103,0.0252901390621159
20200106,0.0249946646206473
20200107,0.0250053324178818
20200108,0.0252831803530975
20200109,0.0249426533495833
20200110,0.0241154915894782
20200113,0.0235134053542865
20200114,0.0234764104822622
20200115,0.0234468980894201
20200116,0.0246528683243565
20200117,0.0236964751611521
20200120,0.0239358080729645
20200121,0.0244322212725001
20200122,0.023155125268156
20200123,0.0233124868543778
20200124,0.023647768179489
20200127,0.0258146182361969
20200128,0.0254719298697193
20200129,0.0249631172323575
20200130,0.0245061727343309
20200131,0.0239246304090353
20200203,0.0246734553207935
20200204,0.0257144439733718
20200205,0.024936929202069
20200206,0.0252370582530187
20200207,0.0267548170362757
20200210,0.0265359854886561
20200211,0.0242532436696758
20200212,0.0264206820471415
20200213,0.027221373316686
20200214,0.0256893279485703
20200217,0.025862509112712
20200218,0.0283909827312406
20200219,0.0267980443197552
20200220,0.0272565452662417
20200221,0.0263493953609678
20200224,0.028231385669606
20200225,0.0302400790638539
20200226,0.0300317896711171
20200227,0.0415258782798823
20200228,0.0429614825370411
20200302,0.0420218034539326
20200303,0.0405479145298853
20200304,0.0416460671571951
20200305,0.0495933050017348
20200306,0.0493570911080857
20200309,0.0606997143114606
20200310,0.0607829479191028
20200311,0.0601117748740877
20200312,0.0624488329586071
