date,quantile
20190603,0.032849185205181
20190604,0.0340066824111589
20190605,0.0352339143278105
20190606,0.0331163043180661
20190607,0.0326833030801705
20190610,0.032759193500766
20190611,0.0321215888919344
20190612,0.0330802315158269
20190613,0.0339612166184043
20190614,0.0342960968592791
20190617,0.03779200646857
20190618,0.0361153476020389
20190619,0.0339890905929595
20190620,0.0337790842046822
20190621,0.0335280451186557
20190624,0.0337668287325002
20190625,0.0369342915161369
20190626,0.0366868805078387
20190627,0.0366658399183742
20190628,0.0365095698667783
20190701,0.0359665248431372
20190702,0.0387068953176519
20190703,0.0396446095574111
20190704,0.0369514476624545
20190705,0.0368656040059736
20190708,0.0395139971603471
20190709,0.0373438224091613
20190710,0.0348343731618583
20190711,0.0355735007763605
20190712,0.0342848574830445
20190715,0.0348074390398585
20190716,0.0350868856848119
20190717,0.034661911023108
20190718,0.0340968799236819
20190719,0.034458737631224
20190722,0.0369484377106413
20190723,0.0337921765556686
20190724,0.0331637664647465
20190725,0.0337767688093794
20190726,0.0362174164995379
20190729,0.0345897906707899
20190730,0.034193993008503
20190731,0.0328718453261117
20190801,0.0364972615876195
20190802,0.0330928809799368
20190805,0.0437975821956678
20190806,0.0430820367903321
20190807,0.0426910703752881
20190808,0.0409295654724819
20190809,0.0396843040732878
20190812,0.0400477475616052
20190813,0.0394147243587911
20190814,0.0441812471095274
20190815,0.0433252952892559
20190816,0.042542738216626
20190819,0.0425633791826
20190820,0.0482389955284268
20190821,0.0451323177728464
20190822,0.0470240579598865
20190823,0.0445415543707374
20190826,0.0454130857529322
20190827,0.0465551937858645
20190828,0.0451111537630224
20190829,0.0441106972529912
20190830,0.0464361475162659
20190902,0.0449983288798485
20190903,0.0480500497355465
20190904,0.0467447591717507
20190905,0.0479792881980419
20190906,0.0465177672502419
20190909,0.0494378538142725
20190910,0.0464275931221319
20190911,0.0486288241592591
20190912,0.0505102521221675
20190913,0.0486716134553148
20190916,0.0522623325075459
20190917,0.053321537926973
20190918,0.049995890127735
20190919,0.0481893509654391
20190920,0.052327259991477
20190923,0.047239598483421
20190924,0.0442794045986207
20190925,0.0459268386323792
20190926,0.0467270554270101
20190927,0.0458974574544025
20190930,0.0481103746044878
20191001,0.0472096013238629
20191002,0.0506574325090985
20191003,0.0478401195331831
20191004,0.0499483863796704
20191007,0.0506074818203136
20191008,0.0468170850132801
20191009,0.050435797488881
20191010,0.0491961569755114
20191011,0.0534601510123156
20191014,0.0491222331313519
20191015,0.050610320850248
20191016,0.0511723565930513
20191017,0.053523229877938
20191018,0.0497486818620975
20191021,0.0489419179771921
20191022,0.0471718552171495
20191023,0.0484814161999423
20191024,0.0485015077544549
20191025,0.0535211792151513
20191028,0.0502930615542576
20191029,0.0534155144396246
20191030,0.048584109647121
20191031,0.0462099043145932
20191101,0.044439950293662
20191104,0.0453901135655852
20191105,0.0457826293991216
20191106,0.0460904627422917
20191107,0.0439143299795649
20191108,0.0437812578402992
20191111,0.0409359478308807
20191112,0.0409557470682804
20191113,0.0408148975143534
20191114,0.0417228155667319
20191115,0.0392018420989091
20191118,0.040552244928154
20191119,0.0374475176653968
20191120,0.0360584005837455
20191121,0.037410330299922
20191122,0.0371451864827364
20191125,0.0360166997068318
20191126,0.0373088000846365
20191127,0.037163869243812
20191128,0.0371619556215944
20191129,0.0363043855838113
20191202,0.0353708410845921
20191203,0.033895723076027
20191204,0.0350638457499158
20191205,0.0328188596779823
20191206,0.0318295026655814
20191209,0.0320239578414953
20191210,0.0322922729168355
20191211,0.0324749943896792
20191212,0.0340390232796532
20191213,0.0330440935532895
20191216,0.0349538743657755
20191217,0.0345663611388386
20191218,0.0340377642974798
20191219,0.0346802101764148
20191220,0.0315947338385312
20191223,0.0338743975420049
20191224,0.0310350566858121
20191225,0.0349324299340762
20191226,0.0349734162788358
20191227,0.0340036732636372
20191230,0.0285104112819285
20191231,0.0302459407889153
20200101,0.0286472742577125
20200102,0.0299097482569619
20200103,0.029500742010095
20200106,0.0288323721449607
20200107,0.0277480616826781
20200108,0.0292185813629185
20200109,0.0284297303020335
20200110,0.0266531155369402
20200113,0.0274127959394083
